chrom	start	end	nSites	recombRate	CI95LO	CI95HI
3R	15649200	15711300	847	1.0792347931442368e-09	0	5.368775426950389e-09
3R	15711300	15773400	736	1.465423816693134e-09	0	5.997655517741905e-09
3R	15773400	15835500	726	2.053892182887384e-09	0	7.2028106744583345e-09
3R	15835500	15897600	722	1.960521017942153e-09	0	7.109439509513104e-09
3R	15897600	15959700	528	1.897665192221251e-09	0	7.046583683792201e-09
3R	15959700	16021800	697	0	0	2.404525121235679e-08
3R	16021800	16083900	703	2.9941527443872405e-09	4.807630036102679e-10	9.81790492991246e-09
3R	16083900	16146000	626	4.1380793737129744e-09	9.101045529387814e-10	1.315382046073916e-08
3R	16146000	16208100	904	2.2028473966152556e-09	0	8.04437303759687e-09
3R	16208100	16270200	731	8.772362442616742e-10	0	4.720144680175401e-09
3R	16270200	16332300	701	7.697165376620245e-10	0	4.612624973575751e-09
3R	16332300	16394400	734	1.052005842177494e-09	0	5.3415464759836465e-09
3R	16394400	16456500	851	1.659863559778417e-09	0	5.935860027795656e-09
3R	16456500	16518600	780	2.1853523394204026e-10	0	4.366060979010532e-09
3R	16518600	16580700	763	1.3486289924478387e-09	0	5.88086069349661e-09
3R	16580700	16642800	468	2.382359896972539e-09	0	8.223885537954153e-09
3R	16642800	16704900	626	3.5561517897358145e-11	0	2.4080812730254148e-08
3R	16704900	16767000	866	3.2780132329435334e-09	5.611402174921072e-10	1.1104758529256751e-08
3R	16767000	16829100	981	0	0	2.404525121235679e-08
3R	16829100	16891200	1137	1.3037741730852266e-09	0	5.836005874133998e-09
3R	16891200	16953300	855	1.340137845753594e-09	0	5.872369546802365e-09
3R	16953300	17015400	800	3.2905042840327307e-10	0	4.476576173471765e-09
3R	17015400	17077500	667	0	0	2.404525121235679e-08
3R	17077500	17139600	1229	5.48183578923771e-09	1.3865988840938038e-09	1.5925465083936258e-08
3R	17139600	17201700	1012	1.5797008452464547e-09	0	5.855697313263694e-09
3R	17201700	17263800	1053	2.6018349051098034e-09	2.0558486227441267e-10	8.89534142104066e-09
3R	17263800	17325900	969	3.4491300558485033e-09	7.32257040397077e-10	1.1275875352161721e-08
3R	17325900	17388000	1034	1.8715099894343624e-09	0	7.020428481005313e-09
3R	17388000	17450100	998	0	0	2.404525121235679e-08
3R	17450100	17512200	1136	2.9048429533105792e-09	3.914532125336066e-10	9.7285951388358e-09
3R	17512200	17574300	961	3.4617966737026714e-09	6.132860907381353e-10	1.234407709598701e-08
3R	17574300	17636400	1121	5.348172758056309e-10	0	4.377725711719357e-09
3R	17636400	17698500	1197	5.0746281568602444e-09	1.133938115911364e-09	1.4496720996133221e-08
3R	17698500	17760600	1004	8.653836912151094e-10	0	5.154924325021262e-09
3R	17760600	17822700	984	1.8253938529106856e-09	0	6.974312344481636e-09
3R	17822700	17884800	1191	6.64355985313968e-09	1.3755031955694385e-09	1.8205075509095326e-08
3R	17884800	17946900	1065	5.812961954486505e-10	0	4.424204631362377e-09
3R	17946900	18009000	1130	1.4345803872430623e-08	4.499644806579001e-09	2.1397428356763895e-08
3R	18009000	18071100	1130	6.427286558698923e-09	1.3785555032530243e-09	1.6977263850472793e-08
3R	18071100	18133200	1267	1.0990829140227384e-08	3.282664700159551e-09	2.034056199482955e-08
3R	18133200	18195300	1112	4.745113446321274e-09	8.358230882262105e-10	1.4792823221628383e-08
3R	18195300	18257400	1419	9.882490839207798e-09	2.8899269557288896e-09	1.981894600898672e-08
3R	18257400	18319500	1299	3.807691606819515e-09	8.062816418106546e-10	1.270195635374763e-08
3R	18319500	18381600	1369	1.544254800468192e-09	0	5.820251268485431e-09
3R	18381600	18443700	923	1.4415781923534075e-09	0	5.717574660370647e-09
3R	18443700	18505800	1255	5.914936838513036e-09	1.418785231931914e-09	1.6055720073870308e-08
3R	18505800	18567900	1214	5.773422781196276e-09	1.2772711746151538e-09	1.5914206016553547e-08
3R	18567900	18630000	1181	1.7130623908859445e-09	0	5.989058858903184e-09
3R	18630000	18692100	990	1.6567883270206344e-09	0	5.9327847950378735e-09
3R	18692100	18754200	954	4.799885922474621e-09	1.4525871731846597e-09	1.4269426185515317e-08
3R	18754200	18816300	1301	3.5770853302605344e-09	7.285747472959982e-10	1.2459365752544873e-08
3R	18816300	18878400	1385	4.551012209934392e-09	1.2037134606444306e-09	1.4020552472975088e-08
3R	18878400	18940500	1077	1.0924342582170886e-09	0	5.381974892023241e-09
3R	18940500	19002600	1222	7.3164954244027776e-09	1.818009890852299e-09	1.7798986788219623e-08
3R	19002600	19064700	1179	5.0614923366645254e-09	1.1522019785694618e-09	1.5109202111971633e-08
3R	19064700	19126800	1268	4.27656705606047e-09	1.0485922352862766e-09	1.3292308143086655e-08
3R	19126800	19188900	1272	1.4562890949915077e-09	0	5.988520796040279e-09
3R	19188900	19251000	1157	3.320791315502223e-09	6.039183000507967e-10	1.114753661181544e-08
3R	19251000	19313100	1139	1.7143910981001358e-09	0	5.990387566117375e-09
3R	19313100	19375200	1317	1.1506677908756322e-08	2.2598434106562797e-09	2.0299216072971427e-08
3R	19375200	19437300	1137	4.659789776887188e-09	7.504994187921245e-10	1.4707499552194297e-08
3R	19437300	19499400	1158	8.057286588865707e-10	0	4.648637094800297e-09
3R	19499400	19561500	1181	1.8126446723945586e-09	0	6.088641140411798e-09
3R	19561500	19623600	1249	4.83742354539217e-10	0	4.3266507904529436e-09
3R	19623600	19685700	1107	8.71446549661609e-10	0	5.160987183467761e-09
3R	19685700	19747800	672	2.578797932938111e-10	0	4.405405538362303e-09
3R	19747800	19809900	883	4.69834170740959e-10	0	4.3127426066546855e-09
3R	19809900	19872000	1001	2.4188201620503917e-09	0	8.260345803032006e-09
3R	19872000	19934100	1004	0	0	2.404525121235679e-08
3R	19934100	19996200	1157	1.1003031700874434e-09	0	5.389843803893596e-09
3R	19996200	20058300	902	9.616369040991548e-10	0	5.251177537905307e-09
3R	20058300	20120400	834	8.639999487908626e-10	0	5.153540582597015e-09
3R	20120400	20182500	988	3.954221168840396e-09	9.528112038315355e-10	1.2848485915768512e-08
3R	20182500	20244600	1198	4.787297460550138e-09	1.439998711260176e-09	1.4256837723590833e-08
3R	20244600	20306700	571	1.3677745065417673e-09	0	5.900006207590539e-09
3R	20306700	20368800	1012	0	0	2.404525121235679e-08
3R	20368800	20430900	873	3.6306592993304777e-09	7.821487163659415e-10	1.2512939721614815e-08
3R	20430900	20493000	1155	4.2076522672268357e-10	0	4.26367366263641e-09
3R	20493000	20555100	1003	3.6541604571916396e-09	8.056498742271035e-10	1.2536440879475979e-08
3R	20555100	20617200	1057	1.624672474034493e-09	0	5.900668942051732e-09
3R	20617200	20679300	876	6.046888153380903e-11	0	2.41057200938906e-08
3R	20679300	20741400	1164	8.452529250466859e-10	0	4.6881613609604125e-09
3R	20741400	20803500	697	4.731588349963559e-09	1.384289600673597e-09	1.4201128613004254e-08
3R	20803500	20865600	784	8.518338300323867e-09	2.0628293507028754e-09	1.8816406165445974e-08
3R	20865600	20927700	1203	9.12872461876981e-09	2.1943320697070037e-09	1.937103353088156e-08
3R	20927700	20989800	1076	3.2566090289022346e-09	5.397360134508083e-10	1.1083354325215452e-08
3R	20989800	21051900	1134	2.6313045753430827e-09	2.3505453250769196e-10	8.92481109127394e-09
3R	21051900	21114000	1349	4.305999661764529e-09	1.0780248409903358e-09	1.3321740748790716e-08
3R	21114000	21176100	1327	1.1983042472682472e-09	0	5.730535948317019e-09
3R	21176100	21238200	1194	4.7423842364748124e-09	1.3950854871848508e-09	1.4211924499515508e-08
3R	21238200	21300300	1017	0	0	2.404525121235679e-08
3R	21300300	21362400	883	0	0	2.404525121235679e-08
3R	21362400	21424500	1248	3.7642758040043045e-09	9.157652210397683e-10	1.2646556226288642e-08
3R	21424500	21486600	1075	1.7801458192731337e-09	0	6.056142287290373e-09
3R	21486600	21548700	1160	6.030449064148598e-10	0	4.750570651483352e-09
3R	21548700	21610800	774	7.482000168655112e-10	0	4.591108452779238e-09
3R	21610800	21672900	905	0	0	2.404525121235679e-08
3R	21672900	21735000	1051	3.76106656168095e-10	0	4.523632401236587e-09
3R	21735000	21797100	967	5.030290822311169e-10	0	4.650554827299609e-09
3R	21797100	21859200	1127	3.7356572558624534e-09	7.342472908535926e-10	1.262992200279057e-08
3R	21859200	21921300	1392	7.414567530136705e-10	0	5.030997386819823e-09
3R	21921300	21983400	1044	3.1339894577314972e-09	4.17116442280071e-10	1.0960734754044715e-08
3R	21983400	22045500	1142	6.600844024694713e-09	1.5521129692488138e-09	1.7150821316468584e-08
3R	22045500	22107600	1167	2.453628247659034e-09	2.060926137813502e-11	8.295153888640648e-09
3R	22107600	22169700	1083	3.807191797258809e-09	8.057818322499484e-10	1.2701456544186924e-08
3R	22169700	22231800	800	5.360361420543116e-09	1.419671379594235e-09	1.4782454259816092e-08
3R	22231800	22293900	881	4.040206383962697e-09	1.0387964189538365e-09	1.2934471130890813e-08
3R	22293900	22356000	985	2.4530915798436367e-09	5.684153700824594e-11	8.746598095774493e-09
3R	22356000	22418100	891	3.084001655888933e-09	5.706119151119605e-10	9.907753841414153e-09
3R	22418100	22480200	954	3.7073399555376786e-09	7.059299905288178e-10	1.2601604702465793e-08
3R	22480200	22542300	838	0	0	2.404525121235679e-08
3R	22542300	22604400	1036	3.278994881384112e-09	5.621218659326859e-10	1.110574017769733e-08
3R	22604400	22666500	1422	3.6999405277041234e-09	6.985305626952626e-10	1.2594205274632238e-08
3R	22666500	22728600	1126	3.9198893062738655e-09	9.184793412650047e-10	1.2814154053201982e-08
3R	22728600	22790700	1417	0	0	2.404525121235679e-08
3R	22790700	22852800	1058	3.339889961300697e-10	0	4.481514741198562e-09
3R	22852800	22914900	1176	5.2526766083132994e-09	1.3119865673644189e-09	1.4674769447586276e-08
3R	22914900	22977000	1160	3.234904939124511e-09	5.180319236730847e-10	1.1061650235437729e-08
3R	22977000	23039100	1098	3.6570200417794103e-09	8.085094588148741e-10	1.253930046406375e-08
3R	23039100	23101200	1346	6.573447472370927e-10	0	4.500253183150819e-09
3R	23101200	23163300	1154	2.178365713481069e-09	0	8.019891354462683e-09
3R	23163300	23225400	1353	9.664735366008364e-09	2.421721643883705e-09	1.9828718976320153e-08
3R	23225400	23287500	1134	3.3434164026727088e-09	6.265433872212826e-10	1.1170161698985927e-08
3R	23287500	23349600	1158	6.283355866101157e-09	1.6060518997405883e-09	1.5966475239095198e-08
3R	23349600	23411700	1234	2.5462077857545306e-09	1.4995774291913985e-10	8.839714301685387e-09
3R	23411700	23473800	767	1.6290258714666213e-09	0	5.9050223394838604e-09
3R	23473800	23535900	886	2.4338009708609515e-09	7.819845800525247e-13	8.275326611842566e-09
3R	23535900	23598000	948	1.856125382803468e-11	0	2.4063812466184825e-08
3R	23598000	23660100	1026	5.489602016222887e-10	0	4.391868637536015e-09
3R	23660100	23722200	1028	6.834693206575269e-09	1.5666365490050275e-09	1.8396208862530915e-08
3R	23722200	23784300	998	1.0295245799404577e-08	3.2565947818166384e-09	2.0716420122887348e-08
3R	23784300	23846400	844	3.6945237295132092e-09	8.460131465486731e-10	1.2576804151797547e-08
3R	23846400	23908500	868	3.74671058665625e-09	8.982000036917138e-10	1.2628991008940589e-08
3R	23908500	23970600	979	2.6589580836445373e-09	2.627080408091466e-10	8.952464599575394e-09
3R	23970600	24032700	1072	4.641202564371938e-09	1.2939038150819765e-09	1.4110742827412634e-08
3R	24032700	24094800	1036	2.899714570267467e-09	3.8632482949049456e-10	9.723466755792687e-09
3R	24094800	24156900	854	1.3547625700141022e-10	0	2.41807274693582e-08
3R	24156900	24219000	743	7.237261959041891e-10	0	4.566634631817916e-09
3R	24219000	24281100	717	0	0	2.404525121235679e-08
3R	24281100	24343200	768	5.757856299242105e-10	0	4.7233113749927025e-09
3R	24343200	24405300	919	4.482929402582985e-10	0	4.291201376172025e-09
3R	24405300	24467400	1027	2.2744774072535445e-09	0	8.116003048235159e-09
3R	24467400	24529500	1233	2.60839869628456e-09	2.1214865344916936e-10	8.901905212215417e-09
3R	24529500	24591600	1244	3.128061379391256e-09	4.1118836393982966e-10	1.0954806675704474e-08
3R	24591600	24653700	698	4.631925200391189e-09	1.2846264511012277e-09	1.4101465463431885e-08
3R	24653700	24715800	828	8.463791106569985e-09	2.0082821569489932e-09	1.8761858971692094e-08
3R	24715800	24777900	1061	8.471299721575873e-10	0	5.13667060596374e-09
3R	24777900	24840000	900	3.799238647822043e-09	7.978286828131824e-10	1.2693503394750158e-08
3R	24840000	24902100	854	1.3144352794902222e-09	0	5.846666980538994e-09
3R	24902100	24964200	800	1.895758053717703e-09	0	7.044676545288654e-09
3R	24964200	25026300	932	1.7089023209627237e-08	7.577266183168115e-09	2.3821226848631075e-08
3R	25026300	25088400	888	4.299074210637978e-09	1.0710993898637854e-09	1.3314815297664164e-08
3R	25088400	25150500	923	1.0992743486096736e-09	0	5.388814982415826e-09
3R	25150500	25212600	1022	1.1930770254805477e-09	0	5.725308726529319e-09
3R	25212600	25274700	848	1.560264669947539e-10	0	4.303552212063246e-09
3R	25274700	25336800	858	6.24050691488747e-10	0	4.4669591274024735e-09
3R	25336800	25398900	881	1.4484126669082332e-09	0	5.724409134925472e-09
3R	25398900	25461000	1118	1.793558686180894e-09	0	6.069555154198133e-09
3R	25461000	25523100	897	2.340892550947205e-09	0	8.18241819192882e-09
3R	25523100	25585200	1139	1.037234503369808e-08	2.4588209310218735e-09	2.006753235333411e-08
3R	25585200	25647300	1095	2.4602989460257747e-09	6.404890319038399e-11	8.753805461956631e-09
3R	25647300	25709400	1087	1.3693413252770143e-09	0	5.901573026325786e-09
3R	25709400	25771500	787	4.635960981563252e-10	0	4.306504534070052e-09
3R	25771500	25833600	975	8.622545464148239e-10	0	5.151795180220976e-09
3R	25833600	25895700	733	1.0301456321100225e-09	0	5.319686265916175e-09
3R	25895700	25957800	980	4.547977411208486e-09	1.2006786619185241e-09	1.4017517674249181e-08
3R	25957800	26019900	748	9.864364436505997e-10	0	5.275977077456752e-09
3R	26019900	26082000	867	0	0	2.404525121235679e-08
3R	26082000	26144100	724	2.4755378770988e-09	4.2518890817901085e-11	8.317063518080414e-09
3R	26144100	26206200	1050	2.210694968302119e-09	0	8.052220609283733e-09
3R	26206200	26268300	884	2.5066487014002987e-09	1.10398658564908e-10	8.800155217331155e-09
3R	26268300	26330400	912	1.6867184959502948e-09	0	5.962714963967534e-09
3R	26330400	26392500	723	2.1688041881096277e-09	0	8.010329829091242e-09
3R	26392500	26454600	914	1.638886159406935e-09	0	5.914882627424174e-09
3R	26454600	26516700	790	2.4840638419871616e-09	5.1044855706262604e-11	8.325589482968776e-09
3R	26516700	26578800	701	6.6060123618713474e-09	1.337955704301106e-09	1.8167528017826996e-08
3R	26578800	26640900	990	7.424454519150293e-09	1.6922886660607387e-09	1.8144406511905067e-08
3R	26640900	26703000	999	4.724494423704186e-09	1.3771956744142242e-09	1.4194034686744881e-08
3R	26703000	26765100	720	1.068527636869601e-09	0	5.3580682706757534e-09
3R	26765100	26827200	804	1.9709990480361483e-09	0	7.119917539607099e-09
3R	26827200	26889300	972	3.0811555493117878e-09	5.677658085348151e-10	9.904907734837008e-09
3R	26889300	26951400	1360	4.789950295003054e-09	8.806599369079905e-10	1.4837660070310163e-08
3R	26951400	27013500	1151	4.859558122709042e-10	0	4.633481557339396e-09
3R	27013500	27075600	1165	6.201050038780476e-10	0	4.463013439791774e-09
3R	27075600	27137700	1130	4.0491849853745756e-09	1.0477750203657148e-09	1.2943449732302692e-08
3R	27137700	27199800	1038	2.201163768454586e-09	0	8.0426894094362e-09
3R	27199800	27261900	767	5.965237956070842e-10	0	4.744049540675576e-09
3R	27261900	27324000	804	1.7425692312801309e-09	0	6.891487722851081e-09
3R	27324000	27386100	774	4.109483527835266e-09	8.815087070610732e-10	1.3125224614861453e-08
3R	27386100	27448200	887	3.8084182962257554e-09	8.070083312168947e-10	1.270268304315387e-08
3R	27448200	27510300	1086	3.762080895694306e-09	7.606709306854451e-10	1.2656345642622422e-08
3R	27510300	27572400	930	2.181356708672442e-09	0	8.022882349654056e-09
3R	27572400	27634500	1099	5.904396472619897e-09	1.4082448660387744e-09	1.6045179707977166e-08
3R	27634500	27696600	1212	4.216683131682554e-09	9.88708310908361e-10	1.323242421870874e-08
3R	27696600	27758700	945	1.4059956589588442e-08	4.401639088261934e-09	2.1558253017798424e-08
3R	27758700	27820800	713	1.2855148381899436e-09	0	5.817746539238715e-09
3R	27820800	27882900	680	4.795889605018816e-09	8.865992469237521e-10	1.4843599380325925e-08
3R	27882900	27945000	787	2.2029630828731276e-09	0	8.044488723854742e-09
3R	27945000	28007100	843	2.2579455040534665e-09	0	8.09947114503508e-09
3R	28007100	28069200	916	2.214514861146977e-09	0	8.056040502128591e-09
3R	28069200	28131300	798	1.6024674515285106e-09	0	5.87846391954575e-09
3R	28131300	28193400	744	2.447887944574532e-09	5.163790173914123e-11	8.741394460505388e-09
3R	28193400	28255500	734	6.691971744139949e-09	1.4239150865697073e-09	1.8253487400095597e-08
3R	28255500	28317600	950	1.027999964225982e-08	3.241348624671882e-09	2.0701173965742593e-08
3R	28317600	28379700	860	6.704549454287265e-09	1.6558183988413665e-09	1.7254526746061136e-08
3R	28379700	28441800	871	9.609073990042751e-09	2.3660602679180924e-09	1.977305760035454e-08
3R	28441800	28503900	724	3.4758430071098436e-09	6.273324241453075e-10	1.2358123429394181e-08
3R	28503900	28566000	831	1.283851427045211e-09	0	5.8160831280939824e-09
3R	28566000	28628100	871	3.291082410580337e-09	5.742093951289108e-10	1.1117827706893555e-08
3R	28628100	28690200	988	2.743060869949438e-09	3.468108271140472e-10	9.036567385880294e-09
3R	28690200	28752300	916	2.0663189086843588e-09	0	7.215237400255309e-09
3R	28752300	28814400	744	6.520127026975764e-09	1.4713959715298653e-09	1.7070104318749635e-08
3R	28814400	28876500	964	4.522238903583445e-09	1.1749401542934832e-09	1.399177916662414e-08
3R	28876500	28938600	971	6.713094033125658e-09	1.4450373755554168e-09	1.8274609689081305e-08
3R	28938600	29000700	924	4.902846604674839e-09	9.935562465797757e-10	1.4950556379981948e-08
3R	29000700	29062800	600	2.356635990525674e-09	0	8.198161631507288e-09
3R	29062800	29124900	660	3.0910236994249675e-09	5.776339586479949e-10	9.914775884950188e-09
3R	29124900	29187000	898	1.4407403093595056e-09	0	5.716736777376745e-09
3R	29187000	29249100	1167	1.9711708926716267e-09	0	7.120089384242577e-09
3R	29249100	29311200	1271	1.4608019822160416e-09	0	5.993033683264813e-09
3R	29311200	29373300	1254	4.338270511872867e-09	1.1102956910986743e-09	1.3354011598899054e-08
3R	29373300	29435400	1265	9.055760846663345e-09	2.121368297600538e-09	1.9298069758775096e-08
3R	29435400	29497500	1208	4.268713868535845e-09	1.0407390477616521e-09	1.3284454955562032e-08
3R	29497500	29559600	1201	5.043996755704704e-09	1.1347063976096405e-09	1.5091706531011813e-08
3R	29559600	29621700	1313	9.597507289865986e-09	2.6049434063870777e-09	1.953396245964491e-08
3R	29621700	29683800	1453	2.377615637232261e-09	0	8.219141278213875e-09
3R	29683800	29745900	1533	4.813220080348472e-09	9.039297222534085e-10	1.4860929855655581e-08
3R	29745900	29808000	1123	5.029009769472606e-09	1.1197194113775427e-09	1.5076719544779715e-08
3R	29808000	29870100	992	7.482950208433755e-09	1.7507843553442007e-09	1.8202902201188526e-08
3R	29870100	29932200	1093	1.4115700658765082e-08	4.457383157438574e-09	2.1613997086975063e-08
3R	29932200	29994300	1454	1.6237662081346822e-08	6.4209945136276715e-09	2.303142505575763e-08
3R	29994300	30056400	1267	5.941052168851823e-09	1.4449005622707004e-09	1.6081835404209094e-08
3R	30056400	30118500	1295	4.186943901236758e-09	9.589690804625653e-10	1.3202684988262944e-08
3R	30118500	30180600	1593	2.5558723766093594e-08	1.715348115306371e-08	3.036650571642697e-08
3R	30180600	30242700	1634	1.318154927339534e-08	4.216905357308029e-09	2.1043088426393256e-08
3R	30242700	30304800	1543	7.489415160863923e-09	1.7572493077743683e-09	1.8209367153618695e-08
3R	30304800	30366900	1069	1.7491120118909853e-08	7.385864086953964e-09	2.3864974851809383e-08
3R	30366900	30429000	802	4.964992915965231e-10	0	4.33940772751025e-09
3R	30429000	30491100	1479	4.92024783956028e-09	1.0109574814652164e-09	1.496795761486739e-08
3R	30491100	30553200	1502	7.654529936340683e-10	0	4.608361429547795e-09
3R	30553200	30615300	1456	1.6896903972932799e-09	0	5.965686865310519e-09
3R	30615300	30677400	1436	4.101720193714814e-09	8.737453729406209e-10	1.3117461280741e-08
3R	30677400	30739500	1006	1.9017568916137287e-09	0	7.050675383184679e-09
3R	30739500	30801600	1138	2.6077337810936874e-09	2.1148373825829666e-10	8.901240297024544e-09
3R	30801600	30863700	1188	7.743078059846514e-09	2.0109122067569596e-09	1.8463030052601286e-08
3R	30863700	30925800	960	3.172454576889936e-09	4.555815614385098e-10	1.0999199873203154e-08
3R	30925800	30987900	1014	1.111535968776482e-09	0	5.401076602582634e-09
3R	30987900	31050000	1013	1.7692466013470825e-09	0	6.0452430693643216e-09
3R	31050000	31112100	887	4.3605235476138115e-10	0	4.583578099829873e-09
3R	31112100	31174200	1080	1.4436246036334236e-09	0	5.719621071650663e-09
3R	31174200	31236300	869	6.672447640895525e-09	1.6237165854496259e-09	1.7222424932669394e-08
3R	31236300	31298400	840	2.357430069985044e-09	0	8.198955710966658e-09
3R	31298400	31360500	931	5.685454052176879e-09	1.1893024455957566e-09	1.582623728753415e-08
3R	31360500	31422600	750	3.832319301735482e-09	8.309093367266213e-10	1.2726584048663596e-08
3R	31422600	31484700	634	7.602802856339775e-09	1.87063700325022e-09	1.8322754849094545e-08
3R	31484700	31546800	684	1.770805557909465e-09	0	6.046802025926704e-09
3R	31546800	31608900	556	4.013071779070335e-09	1.0116618140614744e-09	1.290733652599845e-08
3R	31608900	31671000	632	6.796295395784536e-09	1.7475643403386374e-09	1.7346272687558407e-08
3R	31671000	31733100	434	1.2442260758054017e-09	0	5.776457776854173e-09
3R	31733100	31795200	318	1.301788412853027e-09	0	5.8340201139017985e-09
3R	31795200	31857300	359	0	0	2.404525121235679e-08
3R	31857300	31919400	307	4.071792271120259e-09	8.438174503460656e-10	1.3087533358146446e-08
3R	31919400	31981500	370	1.2422268375625785e-09	0	5.77445853861135e-09
3R	31981500	32043600	223	1.5007350813651383e-09	0	6.03296678241391e-09
3R	32043600	32079331	95	2.525934611438245e-09	1.296845686028541e-10	8.819441127369101e-09
